id,group,context,question,answer
-326663373449335887,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 3 trucks and 1 airplane, as well as 5 packages. There are 9 locations across 3 cities. The locations are in cities as follows: l1-1, l1-0, and l1-2 are in c1; l2-2, l2-1, and l2-0 are in c2; l0-1, l0-2, and l0-0 are in c0. Currently, a0, p0, and p4 are at l1-0, t0 is at l0-0, t2 is at l2-1, t1 is at l1-1, p2, p3, and p1 are in a0.",Is the following action applicable in this state: unload object p0 from airplane a0 at location l0-0?,no
-7024521323238154641,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 5 trucks and 1 airplane, as well as 4 packages. There are 50 locations across 5 cities. The locations are in cities as follows: l0-7, l0-0, l0-8, l0-9, l0-2, l0-4, l0-1, l0-3, l0-5, and l0-6 are in c0; l2-2, l2-3, l2-6, l2-9, l2-7, l2-4, l2-1, l2-8, l2-0, and l2-5 are in c2; l4-8, l4-1, l4-0, l4-6, l4-3, l4-2, l4-9, l4-5, l4-7, and l4-4 are in c4; l1-4, l1-5, l1-7, l1-1, l1-8, l1-2, l1-3, l1-0, l1-6, and l1-9 are in c1; l3-4, l3-5, l3-7, l3-3, l3-6, l3-9, l3-0, l3-2, l3-1, and l3-8 are in c3. Currently, a0 is at l1-0, t1 and p0 are at l1-5, p1 and t2 are at l2-7, t0 is at l0-2, t4 and p2 are at l4-8, t3 is at l3-0, p3 is in t1.",Is the following action applicable in this state: place the object p2 into the truck t4 at location l4-8?,yes
147238966577746951,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 3 trucks and 1 airplane, as well as 5 packages. There are 9 locations across 3 cities. The locations are in cities as follows: l1-1, l1-0, and l1-2 are in c1; l2-2, l2-1, and l2-0 are in c2; l0-1, l0-2, and l0-0 are in c0. Currently, a0, p1, and t1 are at l1-0, t2 is at l2-0, t0 is at l0-1, p2 is in t0, p3 and p0 are in t1, p4 is in a0.",Is the following action applicable in this state: unload the object p0 from the truck t1 at location l1-0?,yes
-2613610831410425559,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 3 trucks and 1 airplane, as well as 5 packages. There are 9 locations across 3 cities. The locations are in cities as follows: l1-1, l1-0, and l1-2 are in c1; l2-2, l2-1, and l2-0 are in c2; l0-1, l0-2, and l0-0 are in c0. Currently, a0, p1, and p3 are at l2-0, t1 is at l1-1, p4 is at l1-0, t2 is at l2-1, t0 is at l0-0, p0 and p2 are in a0.",Is the following action applicable in this state: drive the truck t0 in city c0 from location l0-1 to location l0-2?,no
-6242317874347593562,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 2 trucks and 1 airplane, as well as 4 packages. There are 6 locations across 2 cities. The locations are in cities as follows: l1-1, l1-0, and l1-2 are in c1; l0-1, l0-2, and l0-0 are in c0. Currently, a0 is at l1-0, p1 and p3 are at l0-2, t1 is at l1-2, t0 is at l0-0, p0 is in t0, p2 is in a0.",Is the following action applicable in this state: place the object p2 into the truck t1 at location l1-1?,no
-7289987345771010380,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 5 trucks and 1 airplane, as well as 4 packages. There are 50 locations across 5 cities. The locations are in cities as follows: l0-7, l0-0, l0-8, l0-9, l0-2, l0-4, l0-1, l0-3, l0-5, and l0-6 are in c0; l2-2, l2-3, l2-6, l2-9, l2-7, l2-4, l2-1, l2-8, l2-0, and l2-5 are in c2; l4-8, l4-1, l4-0, l4-6, l4-3, l4-2, l4-9, l4-5, l4-7, and l4-4 are in c4; l1-4, l1-5, l1-7, l1-1, l1-8, l1-2, l1-3, l1-0, l1-6, and l1-9 are in c1; l3-4, l3-5, l3-7, l3-3, l3-6, l3-9, l3-0, l3-2, l3-1, and l3-8 are in c3. Currently, a0 is at l2-0, t4 is at l4-3, t0 is at l0-2, t2 is at l2-7, p2 is at l4-8, t1 is at l1-0, t3 is at l3-0, p0 and p3 are in a0, p1 is in t2.",Is the following action applicable in this state: remove the object p3 from the airplane a0 and place it on the location l2-0?,yes
-179331761902196838,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 3 trucks and 1 airplane, as well as 5 packages. There are 9 locations across 3 cities. The locations are in cities as follows: l1-1, l1-0, and l1-2 are in c1; l2-2, l2-1, and l2-0 are in c2; l0-1, l0-2, and l0-0 are in c0. Currently, a0 and p1 are at l1-0, t2 is at l2-1, t0 is at l0-1, t1 is at l1-1, p2 is in t0, p4 is in a0, p3 and p0 are in t1.",Is the following action applicable in this state: offload the object p4 from the airplane a0 at location l1-0?,yes
-528084811203445768,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 2 trucks and 1 airplane, as well as 4 packages. There are 6 locations across 2 cities. The locations are in cities as follows: l1-1, l1-0, and l1-2 are in c1; l0-1, l0-2, and l0-0 are in c0. Currently, a0 is at l0-0, p2 and t0 are at l0-1, t1 is at l1-1, p1, p0, and p3 are in t0.",Is the following action applicable in this state: place the object p2 into the truck t1 at location l1-0?,no
2627593186679820363,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 5 trucks and 1 airplane, as well as 4 packages. There are 15 locations across 5 cities. The locations are in cities as follows: l3-2, l3-0, and l3-1 are in c3; l4-0, l4-2, and l4-1 are in c4; l1-1, l1-0, and l1-2 are in c1; l2-2, l2-1, and l2-0 are in c2; l0-1, l0-2, and l0-0 are in c0. Currently, t4 and a0 are at l4-0, t3 is at l3-0, p3 is at l4-1, t0 is at l0-2, p2 and t2 are at l2-2, t1 is at l1-0, p1 is at l3-1, p0 is in a0.",Is the following action applicable in this state: place the object p2 into the truck t2 at location l2-2?,yes
-1978207314438037373,applicable_actions_bool,"There are several cities, each containing several locations, some of which are airports. There are also trucks, which can drive within a single city, and airplanes, which can fly between airports. The goal is to get some packages from various locations to various new locations. There are 3 trucks and 1 airplane, as well as 5 packages. There are 9 locations across 3 cities. The locations are in cities as follows: l1-1, l1-0, and l1-2 are in c1; l2-2, l2-1, and l2-0 are in c2; l0-1, l0-2, and l0-0 are in c0. Currently, a0 and p1 are at l1-0, p2 is at l0-1, t2 is at l2-1, t1 and p0 are at l1-2, t0 is at l0-0, p3 and p4 are in a0.",Is the following action applicable in this state: load the object p3 from location l2-0 into the truck t2?,no
-8584533687543506915,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 5 blocks. Currently, the robotic arm is empty. The following block(s) are on the table: block_4 and block_5. The following block(s) are stacked on top of another block: block_2 is on block_3, block_1 is on block_4, and block_3 is on block_5.",Is the following action applicable in this state: put down object block_4?,no
-4906079900029271123,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 10 blocks. Currently, the robotic arm is holding block_6. The following block(s) are on the table: block_10, block_2, and block_8. The following block(s) are stacked on top of another block: block_9 is on block_5, block_4 is on block_9, block_3 is on block_4, block_1 is on block_10, block_5 is on block_2, and block_7 is on block_3.",Is the following action applicable in this state: put down the object block_6?,yes
5918534734429393973,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 5 blocks. Currently, the robotic arm is holding block_1. The following block(s) is on the table: block_5. The following block(s) are stacked on top of another block: block_2 is on block_3, block_4 is on block_2, and block_3 is on block_5.",Is the following action applicable in this state: put down object block_1?,yes
8586982462765284611,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 10 blocks. Currently, the robotic arm is holding block_6. The following block(s) are on the table: block_10, block_2, and block_8. The following block(s) are stacked on top of another block: block_9 is on block_5, block_7 is on block_10, block_3 is on block_7, block_4 is on block_3, block_5 is on block_2, and block_1 is on block_8.",Is the following action applicable in this state: stack object block_6 on top of object block_1?,yes
-3100693637866104575,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 5 blocks. Currently, the robotic arm is empty. The following block(s) are on the table: block_4, block_5, block_3, and block_1. The following block(s) is stacked on top of another block: block_2 is on block_4.",Is the following action applicable in this state: pick up object block_1 from the table?,yes
-2951076092963883762,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 5 blocks. Currently, the robotic arm is holding block_5. The following block(s) are on the table: block_1 and block_3. The following block(s) are stacked on top of another block: block_4 is on block_1 and block_2 is on block_3.",Is the following action applicable in this state: put down object block_4?,no
4861197366320956462,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 5 blocks. Currently, the robotic arm is empty. The following block(s) are on the table: block_4 and block_5. The following block(s) are stacked on top of another block: block_3 is on block_2, block_1 is on block_3, and block_2 is on block_4.",Is the following action applicable in this state: place the object block_2 on top of the object block_4?,no
-6180692550158674398,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 20 blocks. Currently, the robotic arm is empty. The following block(s) are on the table: block_6, block_10, block_8, block_7, block_18, block_16, block_14, block_20, and block_1. The following block(s) are stacked on top of another block: block_15 is on block_9, block_3 is on block_13, block_4 is on block_11, block_5 is on block_14, block_2 is on block_18, block_11 is on block_1, block_12 is on block_5, block_19 is on block_16, block_9 is on block_2, block_13 is on block_4, and block_17 is on block_12.",Is the following action applicable in this state: collect the object block_6 from the table?,yes
6286933044643386645,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 5 blocks. Currently, the robotic arm is holding block_4. The following block(s) are on the table: block_5, block_3, and block_1. The following block(s) is stacked on top of another block: block_2 is on block_1.",Is the following action applicable in this state: place the object block_4 on the table?,yes
6670629687788702874,applicable_actions_bool,"This is a blocksworld domain where blocks can be placed on top of each other or on the table. There is one robotic arm that can move the block. There are 5 blocks. Currently, the robotic arm is holding block_1. The following block(s) are on the table: block_4, block_5, and block_2. The following block(s) is stacked on top of another block: block_3 is on block_5.",Is the following action applicable in this state: stack object block_1 on top of object block_3?,yes
-4744031742563162622,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 3 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-2 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f3-1f and its arm is empty. All the positions are open except the following: f4-0f has shape0 shaped lock, f4-4f has shape0 shaped lock, f0-3f has shape0 shaped lock. Key key0-0 is at position f2-2f. Key key0-2 is at position f4-1f. Key key0-1 is at position f3-2f.",Is the following action applicable in this state: put down key key0-2 at current position place f0-1f?,no
-3047273318474079929,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 2 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f2-4f and its arm is empty. All the positions are open except the following: f0-1f has shape0 shaped lock, f2-1f has shape0 shaped lock. Key key0-1 is at position f4-1f. Key key0-0 is at position f3-1f.",Is the following action applicable in this state: transition from the current position f3-0f to the next position f2-0f?,no
8091998334481321996,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 2 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f4-2f and is holding key0-0. All the positions are open except the following: f0-1f has shape0 shaped lock. Key key0-1 is at position f4-1f.",Is the following action applicable in this state: place the key key0-0 at the current position f4-2f?,yes
-5429203680746603608,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 3 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-2 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f1-4f and its arm is empty. All the positions are open except the following: f4-0f has shape0 shaped lock, f4-4f has shape0 shaped lock. Key key0-2 is at position f1-4f. Key key0-0 is at position f2-2f. Key key0-1 is at position f3-2f.",Is the following action applicable in this state: put down the key key0-2 at the current position f2-1f?,no
-7975055442579987843,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 4 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-3 is of shape shape0, Key key0-2 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f4-2f and is holding key0-1. All the positions are open except the following: f0-2f has shape0 shaped lock, f0-3f has shape0 shaped lock. Key key0-2 is at position f4-0f. Key key0-3 is at position f0-1f. Key key0-0 is at position f0-1f.",Is the following action applicable in this state: unlock the place f0-3f with the key key0-1 of the shape shape0 from the current position place f0-4f?,no
5192591733154862389,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 3 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-2 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f4-2f and its arm is empty. All the positions are open except the following: f4-0f has shape0 shaped lock, f4-4f has shape0 shaped lock, f0-3f has shape0 shaped lock. Key key0-1 is at position f1-2f. Key key0-0 is at position f2-2f. Key key0-2 is at position f4-3f.",Is the following action applicable in this state: transition from the current position f4-2f to the next position f4-1f?,yes
3261463711771104968,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 3 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-2 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f4-1f and its arm is empty. All the positions are open except the following: f4-2f has shape0 shaped lock, f2-0f has shape0 shaped lock. Key key0-1 is at position f1-2f. Key key0-2 is at position f3-3f. Key key0-0 is at position f3-3f.",Is the following action applicable in this state: acquire the key key0-0 from the place f3-2f?,no
-5732373871673468960,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 4 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-3 is of shape shape0, Key key0-2 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f4-1f and is holding key0-2. All the positions are open except the following: f0-2f has shape0 shaped lock, f0-3f has shape0 shaped lock. Key key0-3 is at position f0-1f. Key key0-0 is at position f0-1f. Key key0-1 is at position f4-2f.",Is the following action applicable in this state: pick up the key key0-0 from the current position f3-3f and loose the key key0-3 which is being held?,no
6384347265502498316,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 3 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-2 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f3-4f and its arm is empty. All the positions are open except the following: f2-2f has shape0 shaped lock, f4-2f has shape0 shaped lock, f2-0f has shape0 shaped lock. Key key0-1 is at position f2-2f. Key key0-2 is at position f0-4f. Key key0-0 is at position f1-3f.",Is the following action applicable in this state: unlock place f2-0f with key key0-2 of shape shape0 from current position place f2-1f?,no
8879778397242555050,applicable_actions_bool,"A robot is in a grid and can only move to places that are connected to its current position. The grid size is 5x5, and the locations are of the form fi-jf (e.g., f3-2f or f0-1f). The grid cells are connected to their neighbors (e.g., f1-2f is connected to the four neighbors f0-2f, f2-2f, f1-1f, and f1-3f). Some positions on the grid are locked and can be opened with a key of a matching shape. The robot has an arm that can pick up a key when the key is in same location as the robot and the arm is empty.  There are 3 keys in 1 different shapes: Key key0-1 is of shape shape0, Key key0-2 is of shape shape0, Key key0-0 is of shape shape0.  Currently, the robot is at position f1-1f and is holding key0-0. All the positions are open except the following: f4-0f has shape0 shaped lock, f4-4f has shape0 shaped lock, f0-3f has shape0 shaped lock. Key key0-1 is at position f1-2f. Key key0-2 is at position f1-4f.",Is the following action applicable in this state: move to place f1-1f from place f0-1f?,no
-8749683404008519961,applicable_actions_bool,"A set of robots use different colors to paint patterns in floor tiles. The robots can move around the floor tiles in four directions (up, down, left and right). Robots paint with one color at a time, but can change their spray guns to any available color. However, robots can only paint the tile that is in front (up) and behind (down) them, and once a tile has been painted no robot can stand on it. Robots need to paint a grid with black and white, where the cell color is alternated always. There are 9 tiles and 2 robots. The tiles locations are: tile_8 is to the right of tile_7, tile_6 is to the right of tile_5, tile_3 is to the right of tile_2, tile_2 is to the right of tile_1, tile_9 is to the right of tile_8, and tile_5 is to the right of tile_4. Further, tile_4 is down from tile_7, tile_5 is down from tile_8, tile_2 is down from tile_5, tile_3 is down from tile_6, tile_6 is down from tile_9, and tile_1 is down from tile_4 Currently, robot robot1 is at tile_3 and holding color white and robot robot2 is at tile_2 and holding color white; tile_5, tile_4, tile_6, and tile_1 are clear; tile_9 is painted black, tile_8 is painted white, and tile_7 is painted black.",Is the following action applicable in this state: move the robot robot2 from the tile tile_8 to the tile tile_9 which is to the right of the tile tile_8?,no
